year,month,rainfall,date
1965,1,167.45,1965-01-01
1965,2,14.75,1965-02-01
1965,3,224.75,1965-03-01
1965,4,34.4,1965-04-01
1965,5,53.925,1965-05-01
1965,6,58.675,1965-06-01
1965,7,1.2999999999999998,1965-07-01
1965,8,101.8,1965-08-01
1965,9,245.02499999999998,1965-09-01
1965,10,50.75,1965-10-01
1965,11,196.8,1965-11-01
1965,12,240.7,1965-12-01
1966,1,123.55,1966-01-01
1966,2,141.7,1966-02-01
1966,3,14.799999999999999,1966-03-01
1966,4,156.1,1966-04-01
1966,5,38.65,1966-05-01
1966,6,42.3,1966-06-01
1966,7,30.35,1966-07-01
1966,8,57.0,1966-08-01
1966,9,77.35,1966-09-01
1966,10,475.4,1966-10-01
1966,11,290.7,1966-11-01
1966,12,130.025,1966-12-01
1967,1,141.5,1967-01-01
1967,2,79.4,1967-02-01
1967,3,79.65,1967-03-01
1967,4,57.05,1967-04-01
1967,5,47.025,1967-05-01
1967,6,91.325,1967-06-01
1967,7,13.799999999999999,1967-07-01
1967,8,74.6,1967-08-01
1967,9,140.85,1967-09-01
1967,10,51.55,1967-10-01
1967,11,194.525,1967-11-01
1967,12,141.25,1967-12-01
1968,1,58.45,1968-01-01
1968,2,473.7,1968-02-01
1968,3,69.1,1968-03-01
1968,4,79.15,1968-04-01
1968,5,96.15,1968-05-01
1968,6,59.3,1968-06-01
1968,7,45.599999999999994,1968-07-01
1968,8,95.5,1968-08-01
1968,9,115.30000000000001,1968-09-01
1968,10,394.025,1968-10-01
1968,11,315.025,1968-11-01
1968,12,146.45,1968-12-01
1969,1,215.3,1969-01-01
1969,2,205.525,1969-02-01
1969,3,126.475,1969-03-01
